1579691824.0417333;0;0
1579691824.372413;0;0
1579691824.703111;0;0
1579691825.0334945;0;0
1579691825.3640878;0;0
1579691825.6948798;0;0
1579691826.0254786;0;0
1579691826.3561695;0;0
1579691826.6867661;0;0
1579691827.0174336;0;0
1579691827.3481572;0;0
1579691827.6787858;0;0
1579691828.0094626;0;0
1579691828.3400805;0;0
1579691828.6707325;0;0
1579691829.0013845;0;0
1579691829.3320549;0;0
1579691829.662719;0;0
1579691829.9933426;0;0
1579691830.323984;0;0
1579691830.6545584;0;0
1579691830.9852045;0;0
1579691831.315861;0;0
1579691831.646489;0;0
1579691831.9771583;0;0
1579691832.307751;0;0
1579691832.6383555;0;0
1579691834.1443727;0;0
1579691834.4749708;0;0
1579691834.8056052;0;0
1579691835.1362653;0;0
1579691835.466865;0;0
1579691835.7974582;0;0
1579691836.1281428;0;0
1579691836.4588125;0;0
1579691836.789496;0;0
1579691837.1201203;0;0
1579691837.4507253;0;0
1579691837.78132;0;0
1579691838.1118643;0;0
1579691838.4424303;0;0
1579691838.7729661;0;0
1579691839.1035814;0;0
1579691839.434191;0;0
1579691839.7647796;0;0
1579691840.0953672;0;0
1579691840.4259686;0;0
1579691840.7565427;0;0
1579691841.0871758;0;0
1579691841.4177947;0;0
1579691841.7484226;0;0
1579691842.0797975;0;0
1579691842.4104774;0;0
1579691842.741106;0;0
1579691843.0717757;0;0
1579691843.4024448;0;0
1579691843.7331574;0;0
1579691844.0637238;0;0
1579691844.3944058;0;0
1579691844.7251136;0;0
1579691845.0557017;0;0
1579691845.3861365;0;0
1579691845.716609;0;0
1579691846.0470543;0;0
1579691846.3775191;0;0
1579691846.7080212;0;0
1579691847.0386677;0;0
1579691847.369168;0;0
1579691847.6996272;0;0
1579691848.0300856;0;0
1579691848.3606684;0;0
1579691848.6910546;0;0
1579691849.021348;0;0
1579691849.351867;0;0
1579691849.6824157;0;0
1579691850.0131323;0;0
1579691850.343718;0;0
1579691850.6746142;0;0
1579691851.0050569;0;0
1579691851.3354447;0;0
1579691851.6659436;0;0
1579691851.9964492;0;0
1579691852.3269937;0;0
1579691852.6578743;0;0
1579691852.9881456;0;0
1579691853.318345;0;0
1579691853.6488817;0;0
1579691853.9795575;0;0
1579691854.3100798;0;0
1579691854.6405659;0;0
1579691854.9710736;0;0
1579691855.301283;0;0
1579691855.6315532;0;0
1579691855.962085;0;0
