[[(1, 33), (1, 49), (1, 49), (1, 49), (1, 49), (1, 49), (1, 49), (1, 49), (1, 49), (1, 49), (1, 49), (1, 49), (1, 49), (1, 49), (1, 49), (1, 81)], [(1, 35), (1, 50), (0, 1), (0, 2), (0, 2), (0, 2), (0, 1), (0, 1), (0, 1), (0, 3), (0, 1), (0, 4), (0, 20), (0, 2), (0, 19), (1, 82)], [(1, 35), (1, 38), (0, 19), (1, 97), (0, 1), (1, 97), (0, 4), (1, 113), (0, 2), (1, 97), (0, 2), (1, 113), (0, 1), (1, 97), (0, 19), (1, 82)], [(1, 22), (1, 115), (0, 1), (0, 2), (0, 4), (0, 2), (0, 19), (0, 2), (0, 1), (0, 19), (0, 1), (0, 1), (0, 2), (0, 2), (0, 19), (1, 82)], [(1, 34), (1, 17), (0, 2), (1, 97), (0, 19), (1, 113), (0, 19), (1, 113), (0, 1), (1, 113), (0, 2), (1, 97), (0, 1), (1, 113), (0, 2), (1, 82)], [(1, 34), (1, 17), (0, 2), (0, 19), (0, 2), (0, 3), (0, 4), (0, 19), (0, 4), (0, 2), (0, 4), (0, 1), (0, 4), (0, 19), (0, 3), (1, 82)], [(1, 35), (1, 17), (0, 19), (1, 113), (0, 2), (1, 113), (0, 2), (1, 113), (0, 2), (1, 97), (0, 3), (1, 97), (0, 4), (1, 113), (0, 20), (1, 82)], [(1, 35), (1, 38), (0, 19), (0, 1), (0, 1), (0, 3), (0, 2), (0, 19), (0, 3), (0, 2), (0, 19), (0, 2), (0, 2), (0, 20), (0, 19), (1, 82)], [(1, 35), (1, 16), (0, 2), (1, 97), (0, 2), (1, 113), (0, 2), (1, 113), (0, 2), (1, 113), (0, 19), (1, 113), (0, 1), (1, 113), (0, 1), (1, 82)], [(1, 35), (1, 17), (0, 2), (0, 2), (0, 2), (0, 20), (0, 1), (0, 4), (0, 2), (0, 4), (0, 1), (0, 1), (0, 2), (0, 4), (0, 2), (1, 82)], [(1, 34), (1, 16), (0, 2), (1, 113), (0, 3), (1, 113), (0, 4), (1, 113), (0, 1), (1, 97), (0, 2), (1, 113), (0, 2), (1, 113), (0, 4), (1, 82)], [(1, 34), (1, 38), (0, 4), (0, 4), (0, 2), (0, 2), (0, 20), (0, 1), (0, 2), (0, 3), (0, 3), (0, 19), (0, 1), (0, 1), (0, 2), (1, 6)], [(1, 35), (1, 17), (0, 2), (1, 113), (0, 2), (1, 97), (0, 3), (1, 97), (0, 2), (1, 113), (0, 2), (1, 97), (0, 3), (1, 113), (0, 2), (1, 82)], [(1, 34), (1, 16), (0, 2), (0, 1), (0, 1), (0, 1), (0, 2), (0, 2), (0, 2), (0, 1), (0, 3), (0, 2), (0, 2), (0, 3), (0, 1), (1, 82)], [(1, 36), (1, 52), (1, 52), (1, 52), (1, 52), (1, 52), (1, 52), (1, 52), (1, 52), (1, 52), (1, 52), (1, 52), (1, 52), (1, 52), (1, 52), (1, 84)]]
[(4, 2, 742), (10, 2, 853), (10, 14, 890), (4, 14, 814), (1, 5, 742), (1, 11, 728), (13, 11, 854), (13, 5, 867), (5, 6, 520), (5, 10, 699), (9, 6, 600), (9, 10, 582)]
[{'id': 0, 'x': 1.5, 'y': 2.5, 'l': 3, 'b': 1, 'p': 3}, {'id': 1, 'x': 13.5, 'y': 14.5, 'l': 3, 'b': 1, 'p': 3}]
1580316102.6194649;[(5, {'x': 6, 'y': 2}), (5, {'x': 1, 'y': 8}), (5, {'x': 2, 'y': 8}), (5, {'x': 3, 'y': 8}), (5, {'x': 4, 'y': 8}), (5, {'x': 5, 'y': 8}), (5, {'x': 6, 'y': 8}), (5, {'x': 8, 'y': 8}), (5, {'x': 9, 'y': 8}), (5, {'x': 10, 'y': 8}), (5, {'x': 11, 'y': 8}), (5, {'x': 12, 'y': 8}), (5, {'x': 13, 'y': 8}), (5, {'x': 7, 'y': 2}), (5, {'x': 7, 'y': 3}), (5, {'x': 7, 'y': 4}), (5, {'x': 7, 'y': 5}), (5, {'x': 7, 'y': 6}), (5, {'x': 7, 'y': 7}), (5, {'x': 7, 'y': 9}), (5, {'x': 7, 'y': 10}), (5, {'x': 7, 'y': 11}), (5, {'x': 7, 'y': 12}), (5, {'x': 7, 'y': 13}), (5, {'x': 7, 'y': 14}), (20, {'x': 7, 'y': 8, 't': 3}), (20, {'x': 10, 'y': 4, 't': 2}), (20, {'x': 4, 'y': 12, 't': 2})]
1580316102.635836;[(22, {'0': 0.0, '1': 0.0}), (2, {'id': 0}), (12, {'id': 0}), (2, {'id': 1}), (12, {'id': 1})]
1580316102.6524549;[(22, {'0': 0.0, '1': 0.0}), (22, {'0': 0.0, '1': 0.0})]
1580316102.6686301;[(22, {'0': 0.0, '1': 0.0})]
1580316102.688042;[(22, {'0': 0.0, '1': 0.0})]
1580316102.7032251;[(22, {'0': 0.0, '1': 0.0})]
1580316102.721954;[(22, {'0': 0.0, '1': 0.0})]
1580316102.737482;[(22, {'0': 0.0, '1': 0.0})]
1580316102.75415;[(22, {'0': 0.0, '1': 0.0})]
1580316102.771165;[(22, {'0': 0.0, '1': 0.0})]
1580316102.788335;[(22, {'0': 0.0, '1': 0.0}), (22, {'0': 0.0, '1': 0.0})]
1580316102.804609;[(22, {'0': 0.0, '1': 0.0})]
1580316102.8218398;[(22, {'0': 0.0, '1': 0.0})]
1580316102.837613;[(22, {'0': 0.0, '1': 0.0})]
1580316102.853663;[(22, {'0': 0.0, '1': 0.0})]
1580316102.870829;[(22, {'0': 0.0, '1': 0.0})]
1580316102.887371;[(22, {'0': 0.0, '1': 0.0})]
1580316102.904493;[(22, {'0': 0.0, '1': 0.0})]
1580316102.920583;[(22, {'0': 0.0, '1': 0.0})]
1580316102.935934;[(22, {'0': 0.0, '1': 0.0})]
1580316102.9521558;[(22, {'0': 0.0, '1': 0.0})]
1580316102.96804;[(22, {'0': 0.0, '1': 0.0})]
1580316102.984245;[]
1580316103.000164;[(22, {'0': 0.0, '1': 0.0}), (22, {'0': 0.0, '1': 0.0})]
1580316103.018291;[(22, {'0': 0.0, '1': 0.0})]
1580316103.032423;[(22, {'0': 0.0, '1': 0.0})]
1580316103.049974;[(22, {'0': 0.0, '1': 0.0})]
1580316103.0652428;[(22, {'0': 0.0, '1': 0.0})]
1580316103.081533;[(22, {'0': 0.0, '1': 0.0})]
1580316103.097697;[(22, {'0': 0.0, '1': 0.0})]
1580316103.114065;[(22, {'0': 0.0, '1': 0.0})]
1580316103.1313002;[(22, {'0': 0.0, '1': 0.0})]
1580316103.148109;[(22, {'0': 0.0, '1': 0.0})]
1580316103.163967;[(22, {'0': 0.0, '1': 0.0})]
1580316103.181132;[(22, {'0': 0.0, '1': 0.0})]
1580316103.19776;[(22, {'0': 0.0, '1': 0.0})]
1580316103.214724;[(22, {'0': 0.0, '1': 0.0})]
1580316103.2317572;[(22, {'0': 0.0, '1': 0.0})]
1580316103.248758;[(22, {'0': 0.0, '1': 0.0})]
1580316103.265384;[(22, {'0': 0.0, '1': 0.0})]
1580316103.281488;[(22, {'0': 0.0, '1': 0.0})]
1580316103.297656;[(22, {'0': 0.0, '1': 0.0})]
1580316103.3145962;[(22, {'0': 0.0, '1': 0.0})]
1580316103.329591;[(22, {'0': 0.0, '1': 0.0})]
1580316103.345691;[(22, {'0': 0.0, '1': 0.0})]
1580316103.3630662;[(22, {'0': 0.0, '1': 0.0})]
1580316103.379026;[(22, {'0': 0.0, '1': 0.0})]
1580316103.395741;[(22, {'0': 0.0, '1': 0.0})]
1580316103.412331;[(22, {'0': 0.0, '1': 0.0})]
1580316103.428334;[(22, {'0': 0.0, '1': 0.0})]
1580316103.44523;[(22, {'0': 0.0, '1': 0.0})]
1580316103.461618;[(22, {'0': 0.0, '1': 0.0})]
1580316103.4823308;[(22, {'0': 0.0, '1': 0.0})]
1580316103.496682;[(22, {'0': 0.0, '1': 0.0})]
1580316103.5124512;[]
1580316103.5283961;[(22, {'0': 0.0, '1': 0.0}), (22, {'0': 0.0, '1': 0.0})]
1580316103.54635;[(22, {'0': 0.0, '1': 0.0})]
1580316103.5616388;[(22, {'0': 0.0, '1': 0.0})]
1580316103.5793521;[(22, {'0': 0.0, '1': 0.0})]
1580316103.595266;[(22, {'0': 0.0, '1': 0.0})]
1580316103.6115892;[(22, {'0': 0.0, '1': 0.0})]
1580316103.628298;[(22, {'0': 0.0, '1': 0.0})]
1580316103.644646;[(22, {'0': 0.0, '1': 0.0})]
1580316103.662287;[(22, {'0': 0.0, '1': 0.0})]
1580316103.677301;[(22, {'0': 0.0, '1': 0.0})]
1580316103.694829;[]
1580316103.7122822;[(22, {'0': 0.0, '1': 0.0}), (22, {'0': 0.0, '1': 0.0})]
1580316103.727913;[(22, {'0': 0.0, '1': 0.0})]
1580316103.7459662;[(22, {'0': 0.0, '1': 0.0})]
1580316103.760598;[(22, {'0': 0.0, '1': 0.0})]
1580316103.777612;[(22, {'0': 0.0, '1': 0.0})]
1580316103.794583;[(22, {'0': 0.0, '1': 0.0})]
1580316103.8114061;[(22, {'0': 0.0, '1': 0.0})]
1580316103.828325;[(22, {'0': 0.0, '1': 0.0})]
1580316103.8448708;[(22, {'0': 0.0, '1': 0.0})]
1580316103.861538;[(22, {'0': 0.0, '1': 0.0})]
1580316103.877831;[(22, {'0': 0.0, '1': 0.0})]
1580316103.8941498;[(22, {'0': 0.0, '1': 0.0})]
1580316103.910639;[(22, {'0': 0.0, '1': 0.0})]
1580316103.9265149;[(4, {'id': 1, 'x': 13.45, 'y': 14.5, 'f': 3}), (22, {'0': 0.0, '1': 0.0})]
1580316103.9420311;[(4, {'id': 1, 'x': 13.4, 'y': 14.5, 'f': 3}), (22, {'0': 0.0, '1': 0.0})]
1580316103.9585788;[(4, {'id': 1, 'x': 13.35, 'y': 14.5, 'f': 3}), (22, {'0': 0.0, '1': 0.0})]
1580316103.986567;[(4, {'id': 1, 'x': 13.3, 'y': 14.5, 'f': 3}), (22, {'0': 0.0, '1': 0.0}), (4, {'id': 1, 'x': 13.25, 'y': 14.5, 'f': 3}), (22, {'0': 0.0, '1': 0.0})]
1580316103.9927711;[]
1580316104.012251;[(4, {'id': 1, 'x': 13.2, 'y': 14.5, 'f': 3}), (22, {'0': 0.0, '1': 0.0})]
1580316104.024711;[(4, {'id': 1, 'x': 13.15, 'y': 14.5, 'f': 3}), (22, {'0': 0.0, '1': 0.0})]
1580316104.045297;[(4, {'id': 1, 'x': 13.1, 'y': 14.5, 'f': 3}), (22, {'0': 0.0, '1': 0.0}), (4, {'id': 1, 'x': 13.05, 'y': 14.5, 'f': 3}), (22, {'0': 0.0, '1': 0.0})]
1580316104.058602;[]
1580316104.0753658;[(4, {'id': 1, 'x': 13.0, 'y': 14.5, 'f': 3}), (22, {'0': 0.0, '1': 0.0}), (4, {'id': 1, 'x': 12.95, 'y': 14.5, 'f': 3}), (22, {'0': 0.0, '1': 0.0})]
1580316104.09186;[(4, {'id': 1, 'x': 12.9, 'y': 14.5, 'f': 3}), (22, {'0': 0.0, '1': 0.0})]
1580316104.108551;[]
1580316104.124793;[(4, {'id': 1, 'x': 12.85, 'y': 14.5, 'f': 3}), (22, {'0': 0.0, '1': 0.0})]
1580316104.142347;[(4, {'id': 1, 'x': 12.8, 'y': 14.5, 'f': 3}), (22, {'0': 0.0, '1': 0.0})]
1580316104.1586812;[(4, {'id': 1, 'x': 12.75, 'y': 14.5, 'f': 3}), (22, {'0': 0.0, '1': 0.0}), (4, {'id': 1, 'x': 12.7, 'y': 14.5, 'f': 3}), (22, {'0': 0.0, '1': 0.0})]
1580316104.1743429;[(4, {'id': 1, 'x': 12.65, 'y': 14.5, 'f': 3}), (22, {'0': 0.0, '1': 0.0})]
1580316104.190225;[]
1580316104.206505;[(4, {'id': 1, 'x': 12.6, 'y': 14.5, 'f': 3}), (22, {'0': 0.0, '1': 0.0})]
1580316104.222901;[(4, {'id': 1, 'x': 12.55, 'y': 14.5, 'f': 3}), (22, {'0': 0.0, '1': 0.0}), (4, {'id': 1, 'x': 12.5, 'y': 14.5, 'f': 3}), (22, {'0': 0.0, '1': 0.0})]
1580316104.239784;[(4, {'id': 1, 'x': 12.45, 'y': 14.5, 'f': 3}), (22, {'0': 0.0, '1': 0.0})]
1580316104.2555342;[]
1580316104.270963;[(4, {'id': 1, 'x': 12.4, 'y': 14.5, 'f': 3}), (22, {'0': 0.0, '1': 0.0})]
1580316104.28719;[(4, {'id': 1, 'x': 12.35, 'y': 14.5, 'f': 3}), (22, {'0': 0.0, '1': 0.0}), (4, {'id': 1, 'x': 12.3, 'y': 14.5, 'f': 3}), (22, {'0': 0.0, '1': 0.0})]
1580316104.3038871;[(4, {'id': 1, 'x': 12.25, 'y': 14.5, 'f': 3}), (22, {'0': 0.0, '1': 0.0})]
1580316104.319422;[]
1580316104.335284;[]
1580316104.351809;[]
1580316104.367553;[(4, {'id': 1, 'x': 12.2, 'y': 14.5, 'f': 3}), (22, {'0': 0.0, '1': 0.0})]
1580316104.3841732;[(4, {'id': 1, 'x': 12.15, 'y': 14.5, 'f': 3}), (22, {'0': 0.0, '1': 0.0})]
1580316104.399988;[(4, {'id': 1, 'x': 12.1, 'y': 14.5, 'f': 3}), (22, {'0': 0.0, '1': 0.0})]
1580316104.416885;[(4, {'id': 1, 'x': 12.05, 'y': 14.5, 'f': 3}), (22, {'0': 0.0, '1': 0.0}), (4, {'id': 1, 'x': 12.0, 'y': 14.5, 'f': 3}), (22, {'0': 0.0, '1': 0.0})]
1580316104.433098;[(4, {'id': 1, 'x': 11.95, 'y': 14.5, 'f': 3}), (22, {'0': 0.0, '1': 0.0})]
