1579710181.2301412;-5.763801574707031;0
1579710181.28644;-10.613578796386719;0
1579710181.2864788;-18.061466217041016;0
1579710181.2865078;-27.408748626708984;0
1579710181.2865257;-37.509151458740234;0
1579710181.2865427;-46.4882926940918;0
1579710181.2865584;-51.83549499511719;0
1579710181.2865744;-52.17669677734375;0
1579710181.286589;-46.072357177734375;0
1579710181.2866056;-34.322391510009766;0
1579710181.2866209;-18.110790252685547;0
1579710181.4122705;-0.001071929931640625;0
1579710181.4185524;17.461078643798828;0
1579710181.4185665;31.758638381958008;0
1579710181.418575;40.76322555541992;0
1579710181.418629;43.95952606201172;0
1579710181.4186378;40.84935760498047;0
1579710181.4186451;32.7417106628418;0
1579710181.424147;20.714366912841797;0
1579710181.4241645;6.538188934326172;0
1579710181.4241738;-8.293196678161621;0
1579710181.4241817;-22.0163631439209;0
1579710181.5646608;-32.40819549560547;0
1579710181.5747359;-38.01183319091797;0
1579710181.5747495;-36.88123321533203;0
1579710181.5747583;-29.086950302124023;0
1579710181.5747666;-15.161027908325195;0
1579710181.5747743;2.8138046264648438;0
1579710181.5747814;22.55035972595215;0
1579710181.5747879;41.5755615234375;0
1579710181.5747945;57.36251449584961;0
1579710181.574801;68.48054504394531;0
1579710181.5748074;73.02540588378906;0
1579710181.764548;70.71644592285156;0
1579710181.772078;61.505149841308594;0
1579710181.7721007;46.92324447631836;0
1579710181.7721167;29.157203674316406;0
1579710181.7721298;11.105606079101562;0
1579710181.7721431;-3.943145751953125;0
1579710181.7721558;-14.075084686279297;0
1579710181.7721677;-17.507850646972656;0
1579710181.77218;-14.687828063964844;0
1579710181.7721913;-6.4749755859375;0
1579710181.7722027;5.12127685546875;0
1579710181.9431431;18.189590454101562;0
1579710181.9489253;30.76537322998047;0
1579710181.9489372;40.76688766479492;0
1579710181.948946;47.123260498046875;0
1579710181.9489572;48.20220947265625;0
1579710181.94897;43.84777069091797;0
1579710181.9489775;34.10980224609375;0
1579710181.9495454;20.33708953857422;0
